Customer ID,Account Type,Account Tier,Amount(₦),Transaction Type,Sender's Location,Timestamp,Remark
Customer 4475,Individual,Tier 2,18306.63,Transfer to a Third-Party,Abuja,9:14:59,Normal
Customer 4476,Individual,Tier 1,10396.9,Payment for Goods/Services,Lagos,0:52:20,Normal
Customer 4477,Corporate,Tier 1,15417.12,Payment for Goods/Services,Enugu,23:05:36,Normal
Customer 4478,Individual,Tier 2,2000.12,Transfer to a Third-Party,Lagos,6:48:33,Normal
Customer 4479,Individual,Tier 2,11043.16,Transfer to a Third-Party,Port Harcourt,13:14:34,Normal
Customer 4480,Individual,Tier 1,6970.61,Payment for Goods/Services,Abuja,23:32:24,Normal
Customer 4481,Corporate,Tier 1,17350.46,Withdrawal,Abuja,9:00:54,Normal
Customer 4482,Individual,Tier 1,31148.82,Payment for Goods/Services,Lagos,23:15:47,Normal
Customer 4483,Corporate,Tier 2,20997.61,Transfer to a Third-Party,Lagos,7:55:44,Normal
Customer 4484,Individual,Tier 2,26245.87,Transfer to a Third-Party,Port Harcourt,2:10:59,Normal
Customer 4485,Corporate,Tier 2,16186.32,Transfer to a Third-Party,Abuja,8:00:48,Normal
Customer 4486,Corporate,Tier 2,19877.55,Withdrawal,Port Harcourt,20:33:03,Normal
Customer 4487,Corporate,Tier 3,21148.06,Payment for Goods/Services,Enugu,14:38:00,Normal
Customer 4488,Individual,Tier 3,34680.55,Withdrawal,Ibadan,6:44:25,Normal
Customer 4489,Corporate,Tier 2,14415.23,Transfer to a Third-Party,Enugu,4:00:32,Normal
Customer 4490,Individual,Tier 2,23575.76,Payment for Goods/Services,Enugu,19:23:10,Normal
Customer 4491,Individual,Tier 1,26548.79,Withdrawal,Abuja,2:23:54,Normal
Customer 4492,Individual,Tier 1,10263.67,Withdrawal,Port Harcourt,11:59:53,Normal
Customer 4493,Corporate,Tier 2,43336.26,Payment for Goods/Services,Abuja,13:24:18,Normal
Customer 4494,Corporate,Tier 3,4434.2,Withdrawal,Ibadan,14:43:23,Normal
Customer 4495,Corporate,Tier 1,15354.27,Transfer to a Third-Party,Port Harcourt,4:21:40,Normal
Customer 4496,Individual,Tier 2,25745.63,Transfer to a Third-Party,Ibadan,9:23:07,Normal
Customer 4497,Corporate,Tier 3,14485.07,Withdrawal,Port Harcourt,2:14:16,Normal
Customer 4498,Corporate,Tier 2,43320.7,Payment for Goods/Services,Enugu,12:15:21,Normal
Customer 4499,Individual,Tier 2,3792.19,Transfer to a Third-Party,Abuja,16:15:20,Normal
Customer 4500,Individual,Tier 1,10534.79,Withdrawal,Abuja,20:44:50,Normal
Customer 4501,Individual,Tier 1,6241.05,Transfer to a Third-Party,Ibadan,23:22:10,Normal
Customer 4502,Corporate,Tier 1,57418.41,Payment for Goods/Services,Enugu,5:42:38,Normal
Customer 4503,Individual,Tier 2,38078.63,Withdrawal,Abuja,15:37:50,Normal
Customer 4504,Corporate,Tier 1,23846.42,Payment for Goods/Services,Lagos,7:59:37,Normal
Customer 4505,Individual,Tier 1,6884.54,Payment for Goods/Services,Port Harcourt,3:00:36,Normal
Customer 4506,Corporate,Tier 2,15955.11,Withdrawal,Enugu,10:55:47,Normal
Customer 4507,Individual,Tier 2,16780.38,Withdrawal,Lagos,18:03:52,Normal
Customer 4508,Individual,Tier 2,10941.32,Withdrawal,Abuja,0:52:37,Normal
Customer 4509,Individual,Tier 3,12937.84,Payment for Goods/Services,Abuja,6:23:56,Normal
Customer 4510,Corporate,Tier 1,7518.4,Withdrawal,Port Harcourt,21:52:23,Normal
Customer 4511,Corporate,Tier 2,19934.41,Transfer to a Third-Party,Port Harcourt,21:01:31,Normal
Customer 4512,Individual,Tier 2,13974.06,Withdrawal,Enugu,20:34:07,Normal
Customer 4513,Corporate,Tier 1,19304.22,Transfer to a Third-Party,Enugu,4:09:52,Normal
Customer 4514,Corporate,Tier 2,30499.01,Withdrawal,Enugu,17:44:36,Normal
Customer 4515,Corporate,Tier 2,12437.28,Payment for Goods/Services,Lagos,9:36:03,Normal
Customer 4516,Corporate,Tier 2,12412.78,Payment for Goods/Services,Lagos,16:41:48,Normal
Customer_Special 05,Individual,Tier 3,739211.2,Payment for Goods/Services,Ibadan,18:12:53,Normal
Customer 4518,Corporate,Tier 2,29025296.03,Payment for Goods/Services,Abuja,5:04:34,Suspicious
Customer 4519,Corporate,Tier 3,19567.96,Transfer to a Third-Party,Ibadan,21:36:40,Normal
Customer 4520,Individual,Tier 1,40957.08,Withdrawal,Ibadan,18:33:48,Normal
Customer 4521,Corporate,Tier 2,13414.19,Payment for Goods/Services,Abuja,20:55:15,Normal
Customer 4522,Individual,Tier 2,8809.74,Transfer to a Third-Party,Ibadan,23:26:28,Normal
Customer 4523,Corporate,Tier 1,15419.82,Payment for Goods/Services,Enugu,8:01:57,Normal
Customer 4524,Corporate,Tier 2,11705.76,Withdrawal,Lagos,11:23:25,Normal
Customer 4525,Corporate,Tier 1,31271.97,Payment for Goods/Services,Ibadan,4:00:07,Normal
Customer 4526,Individual,Tier 3,17332.29,Transfer to a Third-Party,Enugu,5:22:41,Normal
Customer_Special 04,Individual,Tier 3,658066.47,Payment for Goods/Services,Ibadan,13:49:04,Normal
Customer 4528,Corporate,Tier 3,12399.79,Withdrawal,Lagos,16:36:12,Normal
Customer 4529,Individual,Tier 1,22830.12,Payment for Goods/Services,Ibadan,4:08:27,Normal
Customer 4530,Individual,Tier 1,11247.88,Withdrawal,Abuja,13:06:36,Normal
Customer 4531,Individual,Tier 2,23083.24,Withdrawal,Ibadan,20:27:28,Normal
Customer 4532,Individual,Tier 2,13586.88,Transfer to a Third-Party,Ibadan,1:44:45,Normal
Customer 4533,Corporate,Tier 2,11286.3,Payment for Goods/Services,Enugu,0:35:53,Normal
Customer 4534,Corporate,Tier 2,27257.09,Withdrawal,Abuja,14:53:06,Normal
Customer 4535,Individual,Tier 2,11115.69,Withdrawal,Enugu,21:12:03,Normal
Customer 4536,Individual,Tier 1,10080.25,Withdrawal,Port Harcourt,12:09:12,Normal
Customer 4537,Corporate,Tier 2,31307.0,Payment for Goods/Services,Enugu,22:56:54,Normal
Customer 4538,Individual,Tier 2,12945.4,Withdrawal,Enugu,21:05:02,Normal
Customer 4539,Individual,Tier 1,5022398.38,Transfer to a Third-Party,Port Harcourt,20:12:57,Suspicious
Customer 4540,Individual,Tier 1,3448.87,Withdrawal,Lagos,11:32:59,Normal
Customer 4541,Individual,Tier 2,25903.71,Transfer to a Third-Party,Ibadan,22:42:26,Normal
Customer 4542,Corporate,Tier 2,8263.13,Withdrawal,Ibadan,20:06:04,Normal
Customer_Special 03,Individual,Tier 3,746317.98,Transfer to a Third-Party,Port Harcourt,20:49:44,Normal
Customer 4544,Corporate,Tier 1,16250.56,Withdrawal,Enugu,22:12:08,Normal
Customer 4545,Corporate,Tier 2,18513.56,Withdrawal,Ibadan,18:49:11,Normal
Customer 4546,Corporate,Tier 2,11728.15,Withdrawal,Ibadan,2:45:33,Normal
Customer 4547,Corporate,Tier 2,1943.46,Transfer to a Third-Party,Lagos,21:19:23,Normal
Customer 4548,Individual,Tier 2,13312.39,Payment for Goods/Services,Enugu,13:00:45,Normal
Customer 4549,Individual,Tier 2,24008.85,Payment for Goods/Services,Ibadan,4:22:31,Normal
Customer 4550,Corporate,Tier 2,28698.6,Transfer to a Third-Party,Abuja,21:52:39,Normal
Customer 4551,Individual,Tier 2,17584.15,Payment for Goods/Services,Ibadan,0:44:02,Normal
Customer 4552,Individual,Tier 2,13742.28,Transfer to a Third-Party,Enugu,2:24:24,Normal
Customer 4553,Corporate,Tier 1,33585.08,Transfer to a Third-Party,Enugu,16:43:05,Normal
Customer 4554,Corporate,Tier 1,2036.53,Withdrawal,Lagos,7:56:08,Normal
Customer 4555,Individual,Tier 1,24948.15,Withdrawal,Port Harcourt,21:32:18,Normal
Customer 4556,Individual,Tier 1,13921.76,Transfer to a Third-Party,Enugu,19:42:43,Normal
Customer 4557,Individual,Tier 2,13931.61,Transfer to a Third-Party,Abuja,3:01:50,Normal
Customer 4558,Individual,Tier 2,13058.82,Transfer to a Third-Party,Lagos,3:21:37,Normal
Customer 4559,Corporate,Tier 2,19651.92,Payment for Goods/Services,Abuja,13:56:57,Normal
Customer 4560,Individual,Tier 2,28013.49,Withdrawal,Enugu,18:46:47,Normal
Customer 4561,Individual,Tier 2,5709.41,Transfer to a Third-Party,Lagos,17:53:17,Normal
Customer 4562,Corporate,Tier 1,8556.69,Withdrawal,Port Harcourt,13:11:36,Normal
Customer 4563,Corporate,Tier 1,24175.68,Transfer to a Third-Party,Ibadan,4:23:17,Normal
Customer 4564,Individual,Tier 2,51310.0,Payment for Goods/Services,Lagos,8:30:01,Normal
Customer 4565,Corporate,Tier 1,16861.43,Transfer to a Third-Party,Enugu,19:09:08,Normal
Customer 4566,Individual,Tier 1,32392.17,Payment for Goods/Services,Enugu,18:24:47,Normal
Customer 4567,Corporate,Tier 1,5919.66,Withdrawal,Ibadan,13:54:18,Normal
Customer 4568,Corporate,Tier 1,4702.94,Withdrawal,Lagos,21:34:28,Normal
Customer 4569,Corporate,Tier 1,13078.53,Payment for Goods/Services,Abuja,23:30:04,Normal
Customer 4570,Corporate,Tier 2,40901.14,Transfer to a Third-Party,Port Harcourt,10:50:20,Normal
Customer 4571,Corporate,Tier 1,13666.99,Payment for Goods/Services,Lagos,19:35:14,Normal
Customer 4572,Corporate,Tier 1,11648.81,Transfer to a Third-Party,Lagos,22:01:30,Normal
Customer 4573,Corporate,Tier 2,14720.56,Transfer to a Third-Party,Lagos,16:28:09,Normal
Customer 4574,Individual,Tier 1,6870.62,Withdrawal,Abuja,0:20:54,Normal
Customer 4575,Corporate,Tier 2,8098.09,Withdrawal,Enugu,9:48:24,Normal
Customer 4576,Individual,Tier 1,5600.03,Payment for Goods/Services,Abuja,22:57:18,Normal
Customer 4577,Individual,Tier 3,8042.94,Withdrawal,Lagos,21:03:48,Normal
Customer 4578,Individual,Tier 2,12980.2,Transfer to a Third-Party,Ibadan,12:24:17,Normal
Customer 4579,Corporate,Tier 1,23816.38,Transfer to a Third-Party,Lagos,1:48:05,Normal
Customer 4580,Corporate,Tier 1,43958.43,Transfer to a Third-Party,Abuja,23:05:02,Normal
Customer 4581,Individual,Tier 1,16313.97,Payment for Goods/Services,Port Harcourt,3:51:09,Normal
Customer 4582,Corporate,Tier 2,14180.39,Withdrawal,Lagos,1:25:50,Normal
Customer 4583,Individual,Tier 2,39970.98,Payment for Goods/Services,Port Harcourt,10:45:48,Normal
Customer 4584,Individual,Tier 1,5202.52,Transfer to a Third-Party,Abuja,0:31:47,Normal
Customer 4585,Corporate,Tier 3,4212.89,Payment for Goods/Services,Enugu,21:52:14,Normal
Customer_Special 05,Individual,Tier 3,661704.73,Payment for Goods/Services,Ibadan,4:22:10,Normal
Customer 4587,Individual,Tier 2,12985.42,Withdrawal,Enugu,2:05:08,Normal
Customer 4588,Individual,Tier 2,9432.02,Payment for Goods/Services,Enugu,17:41:52,Normal
Customer 4589,Individual,Tier 2,13020.62,Payment for Goods/Services,Lagos,19:40:47,Normal
Customer 4590,Individual,Tier 2,16768.61,Payment for Goods/Services,Abuja,10:01:31,Normal
Customer 4591,Corporate,Tier 2,24615.51,Withdrawal,Abuja,10:27:18,Normal
Customer 4592,Individual,Tier 3,22767.87,Payment for Goods/Services,Port Harcourt,9:08:27,Normal
Customer_Special 03,Individual,Tier 3,585841.79,Withdrawal,Port Harcourt,21:55:46,Normal
Customer 4594,Individual,Tier 1,5269.5,Withdrawal,Enugu,13:33:46,Normal
Customer 4595,Individual,Tier 1,19926.72,Transfer to a Third-Party,Enugu,23:40:34,Normal
Customer 4596,Corporate,Tier 1,15705.25,Payment for Goods/Services,Abuja,5:29:47,Normal
Customer 4597,Individual,Tier 2,12342.99,Withdrawal,Port Harcourt,13:57:57,Normal
Customer 4598,Corporate,Tier 1,4091.01,Withdrawal,Port Harcourt,2:22:40,Normal
Customer 4599,Corporate,Tier 1,15955.97,Transfer to a Third-Party,Ibadan,21:06:44,Normal
Customer 4600,Individual,Tier 1,31202.57,Transfer to a Third-Party,Abuja,8:10:20,Normal
Customer 4601,Individual,Tier 2,8896.47,Payment for Goods/Services,Enugu,20:04:45,Normal
Customer 4602,Corporate,Tier 2,22530.99,Payment for Goods/Services,Enugu,14:56:38,Normal
Customer 4603,Corporate,Tier 1,8958.33,Transfer to a Third-Party,Enugu,10:12:39,Normal
Customer 4604,Individual,Tier 2,20018.63,Withdrawal,Abuja,5:24:36,Normal
Customer 4605,Corporate,Tier 1,5330.93,Withdrawal,Ibadan,3:42:16,Normal
Customer 4606,Individual,Tier 1,26846.86,Payment for Goods/Services,Abuja,23:43:21,Normal
Customer 4607,Individual,Tier 3,10575.16,Payment for Goods/Services,Abuja,1:50:30,Normal
Customer 4608,Individual,Tier 2,11526.62,Transfer to a Third-Party,Abuja,15:17:51,Normal
Customer 4609,Individual,Tier 1,15489.88,Payment for Goods/Services,Abuja,7:50:34,Normal
Customer 4610,Corporate,Tier 3,17295.18,Transfer to a Third-Party,Enugu,1:22:32,Normal
Customer 4611,Corporate,Tier 1,3413.02,Payment for Goods/Services,Abuja,16:58:06,Normal
Customer 4612,Individual,Tier 2,8041.17,Transfer to a Third-Party,Port Harcourt,3:06:19,Normal
Customer 4613,Corporate,Tier 2,7100.22,Payment for Goods/Services,Lagos,12:01:54,Normal
Customer 4614,Corporate,Tier 2,2724.02,Withdrawal,Ibadan,17:51:51,Normal
Customer 4615,Individual,Tier 2,50993.62,Transfer to a Third-Party,Abuja,6:09:47,Normal
Customer 4616,Corporate,Tier 1,20336.32,Payment for Goods/Services,Ibadan,12:02:38,Normal
Customer 4617,Individual,Tier 2,2929.89,Transfer to a Third-Party,Enugu,1:08:41,Normal
Customer 4618,Corporate,Tier 1,3919.45,Withdrawal,Abuja,23:05:05,Normal
Customer 4619,Corporate,Tier 2,6038.36,Payment for Goods/Services,Abuja,6:31:42,Normal
Customer 4620,Corporate,Tier 2,15725.18,Transfer to a Third-Party,Ibadan,18:53:57,Normal
Customer 4621,Corporate,Tier 2,41586.52,Transfer to a Third-Party,Ibadan,2:41:35,Normal
Customer 4622,Corporate,Tier 2,24505.11,Payment for Goods/Services,Ibadan,13:05:19,Normal
Customer 4623,Corporate,Tier 1,22870.83,Payment for Goods/Services,Lagos,14:42:09,Normal
Customer 4624,Corporate,Tier 1,14839.72,Transfer to a Third-Party,Enugu,8:49:35,Normal
Customer 4625,Individual,Tier 1,4713.91,Transfer to a Third-Party,Ibadan,14:30:39,Normal
Customer 4626,Corporate,Tier 3,16511.67,Withdrawal,Abuja,19:06:14,Normal
Customer 4627,Corporate,Tier 2,6169.37,Transfer to a Third-Party,Ibadan,12:22:32,Normal
Customer 4628,Individual,Tier 3,32342.62,Withdrawal,Ibadan,12:43:40,Normal
Customer 4629,Individual,Tier 1,16942.79,Payment for Goods/Services,Abuja,3:40:09,Normal
Customer 4630,Individual,Tier 2,6333.32,Transfer to a Third-Party,Lagos,21:43:16,Normal
Customer 4631,Corporate,Tier 2,13973.62,Transfer to a Third-Party,Enugu,1:12:38,Normal
Customer 4632,Individual,Tier 2,26585.88,Withdrawal,Port Harcourt,12:31:41,Normal
Customer 4633,Individual,Tier 2,27264.24,Transfer to a Third-Party,Enugu,12:02:28,Normal
Customer 4634,Individual,Tier 1,25641.88,Payment for Goods/Services,Port Harcourt,16:12:16,Normal
Customer 4635,Individual,Tier 2,33418.86,Transfer to a Third-Party,Enugu,18:15:23,Normal
Customer 4636,Individual,Tier 2,13063.48,Transfer to a Third-Party,Ibadan,6:49:43,Normal
Customer 4637,Corporate,Tier 1,9662.53,Withdrawal,Ibadan,4:05:03,Normal
Customer 4638,Individual,Tier 3,5933.37,Transfer to a Third-Party,Port Harcourt,13:55:38,Normal
Customer 4639,Individual,Tier 2,2772.51,Withdrawal,Lagos,15:04:45,Normal
Customer 4640,Corporate,Tier 2,47239.28,Withdrawal,Abuja,23:50:47,Normal
Customer 4641,Corporate,Tier 2,17456.39,Withdrawal,Ibadan,0:19:09,Normal
Customer_Special 02,Individual,Tier 3,762344.07,Transfer to a Third-Party,Abuja,8:23:46,Normal
Customer 4643,Corporate,Tier 1,27305.42,Transfer to a Third-Party,Ibadan,12:32:09,Normal
Customer 4644,Corporate,Tier 2,26490.79,Payment for Goods/Services,Port Harcourt,22:47:36,Normal
Customer 4645,Corporate,Tier 1,18437.77,Transfer to a Third-Party,Lagos,23:28:07,Normal
Customer 4646,Individual,Tier 3,15621.68,Transfer to a Third-Party,Ibadan,21:15:21,Normal
Customer 4647,Individual,Tier 1,21196.82,Withdrawal,Abuja,11:56:39,Normal
Customer 4648,Individual,Tier 1,1458.9,Withdrawal,Enugu,5:57:21,Normal
Customer 4649,Corporate,Tier 3,15286.46,Withdrawal,Lagos,14:47:51,Normal
Customer 4650,Individual,Tier 1,21363.82,Withdrawal,Lagos,7:36:40,Normal
Customer 4651,Individual,Tier 1,15085.93,Withdrawal,Port Harcourt,18:05:22,Normal
Customer 4652,Individual,Tier 2,14871.59,Transfer to a Third-Party,Ibadan,1:44:00,Normal
Customer 4653,Individual,Tier 1,45079.73,Transfer to a Third-Party,Abuja,8:11:16,Normal
Customer 4654,Individual,Tier 1,29773.88,Payment for Goods/Services,Abuja,18:27:49,Normal
Customer 4655,Corporate,Tier 1,15609.07,Transfer to a Third-Party,Ibadan,9:40:33,Normal
Customer 4656,Individual,Tier 2,39088.12,Payment for Goods/Services,Enugu,16:49:59,Normal
Customer 4657,Corporate,Tier 1,11557.09,Withdrawal,Port Harcourt,23:46:31,Normal
Customer 4658,Corporate,Tier 2,23008.83,Transfer to a Third-Party,Abuja,5:54:59,Normal
Customer 4659,Corporate,Tier 1,8024.83,Payment for Goods/Services,Enugu,18:05:33,Normal
Customer 4660,Individual,Tier 1,28477.37,Payment for Goods/Services,Enugu,22:20:20,Normal
Customer 4661,Corporate,Tier 1,14662.05,Withdrawal,Enugu,16:27:14,Normal
Customer 4662,Corporate,Tier 3,25555.99,Withdrawal,Lagos,1:48:24,Normal
Customer 4663,Corporate,Tier 2,49054.11,Payment for Goods/Services,Lagos,12:00:51,Normal
Customer 4664,Individual,Tier 1,17245.92,Payment for Goods/Services,Port Harcourt,11:26:24,Normal
Customer 4665,Individual,Tier 1,16263.07,Withdrawal,Enugu,18:21:51,Normal
Customer 4666,Individual,Tier 2,19824.63,Transfer to a Third-Party,Port Harcourt,16:20:20,Normal
Customer_Special 04,Individual,Tier 3,570476.33,Withdrawal,Ibadan,13:21:27,Normal
Customer 4668,Corporate,Tier 1,13419.73,Transfer to a Third-Party,Lagos,1:33:35,Normal
Customer 4669,Corporate,Tier 1,8366.73,Payment for Goods/Services,Ibadan,21:15:11,Normal
Customer 4670,Corporate,Tier 2,24110.75,Payment for Goods/Services,Lagos,2:16:30,Normal
Customer 4671,Corporate,Tier 2,9234.93,Payment for Goods/Services,Port Harcourt,2:24:10,Normal
Customer 4672,Corporate,Tier 1,9867.74,Payment for Goods/Services,Abuja,4:52:07,Normal
Customer 4673,Individual,Tier 1,16681.0,Payment for Goods/Services,Enugu,15:53:21,Normal
Customer 4674,Corporate,Tier 2,1985.4,Withdrawal,Ibadan,14:39:22,Normal
Customer 4675,Individual,Tier 1,11176.63,Payment for Goods/Services,Enugu,17:08:06,Normal
Customer 4676,Corporate,Tier 1,9498.02,Payment for Goods/Services,Ibadan,5:33:29,Normal
Customer 4677,Individual,Tier 2,6108.7,Transfer to a Third-Party,Ibadan,22:16:52,Normal
Customer 4678,Individual,Tier 2,12595.94,Transfer to a Third-Party,Lagos,12:22:46,Normal
Customer 4679,Individual,Tier 2,39498.14,Payment for Goods/Services,Abuja,10:31:12,Normal
Customer 4680,Corporate,Tier 2,14587.45,Withdrawal,Port Harcourt,15:12:14,Normal
Customer 4681,Corporate,Tier 2,31061.39,Payment for Goods/Services,Ibadan,20:12:30,Normal
Customer 4682,Corporate,Tier 1,4515.54,Transfer to a Third-Party,Abuja,3:23:11,Normal
Customer_Special 03,Individual,Tier 3,572766.83,Transfer to a Third-Party,Port Harcourt,7:45:28,Normal
Customer 4684,Individual,Tier 1,41208.84,Transfer to a Third-Party,Lagos,3:03:24,Normal
Customer 4685,Corporate,Tier 3,2088.27,Payment for Goods/Services,Enugu,18:51:58,Normal
Customer 4686,Individual,Tier 2,25514.02,Payment for Goods/Services,Ibadan,2:15:57,Normal
Customer 4687,Corporate,Tier 1,12283.97,Payment for Goods/Services,Enugu,14:53:42,Normal
Customer 4688,Corporate,Tier 1,33842.3,Payment for Goods/Services,Port Harcourt,21:54:36,Normal
Customer 4689,Individual,Tier 2,30409.91,Transfer to a Third-Party,Enugu,22:53:30,Normal
Customer 4690,Corporate,Tier 1,19381.58,Withdrawal,Abuja,7:34:37,Normal
Customer 4691,Individual,Tier 2,23047.9,Payment for Goods/Services,Enugu,4:38:19,Normal
Customer 4692,Corporate,Tier 3,14188.58,Payment for Goods/Services,Lagos,21:10:54,Normal
Customer 4693,Individual,Tier 1,2900.73,Payment for Goods/Services,Port Harcourt,17:58:17,Normal
Customer 4694,Corporate,Tier 1,20284.03,Withdrawal,Port Harcourt,11:45:11,Normal
Customer 4695,Individual,Tier 1,22090.59,Payment for Goods/Services,Enugu,19:32:24,Normal
Customer 4696,Individual,Tier 1,20316.44,Payment for Goods/Services,Abuja,12:54:25,Normal
Customer 4697,Corporate,Tier 2,26569.75,Payment for Goods/Services,Abuja,0:34:23,Normal
Customer 4698,Individual,Tier 1,15160.36,Withdrawal,Enugu,4:17:25,Normal
Customer 4699,Corporate,Tier 2,26032.22,Payment for Goods/Services,Port Harcourt,2:00:23,Normal
Customer 4700,Corporate,Tier 2,4917.15,Withdrawal,Lagos,2:43:47,Normal
Customer 4701,Corporate,Tier 3,12253.56,Transfer to a Third-Party,Enugu,23:02:39,Normal
Customer 4702,Corporate,Tier 2,12346.38,Payment for Goods/Services,Lagos,17:16:48,Normal
Customer 4703,Corporate,Tier 1,16967.92,Withdrawal,Ibadan,14:30:03,Normal
Customer 4704,Individual,Tier 1,4789.81,Payment for Goods/Services,Lagos,8:05:51,Normal
Customer 4705,Corporate,Tier 2,10334.92,Withdrawal,Ibadan,14:35:04,Normal
Customer 4706,Corporate,Tier 1,26285.03,Withdrawal,Lagos,2:36:13,Normal
Customer 4707,Individual,Tier 1,24732.1,Payment for Goods/Services,Ibadan,20:39:09,Normal
Customer 4708,Individual,Tier 3,13673.1,Withdrawal,Port Harcourt,19:48:16,Normal
Customer 4709,Individual,Tier 1,30194.52,Transfer to a Third-Party,Ibadan,6:35:02,Normal
Customer 4710,Individual,Tier 1,11712.64,Transfer to a Third-Party,Abuja,18:24:11,Normal
Customer 4711,Corporate,Tier 2,14407.69,Withdrawal,Enugu,23:56:54,Normal
Customer 4712,Individual,Tier 1,8105.8,Transfer to a Third-Party,Ibadan,0:57:28,Normal
Customer 4713,Individual,Tier 1,48987.4,Withdrawal,Ibadan,14:22:41,Normal
Customer 4714,Corporate,Tier 1,34355.71,Withdrawal,Ibadan,4:59:44,Normal
Customer 4715,Individual,Tier 2,6853.97,Transfer to a Third-Party,Enugu,12:36:19,Normal
Customer 4716,Individual,Tier 3,7547.71,Payment for Goods/Services,Enugu,18:14:29,Normal
Customer 4717,Corporate,Tier 2,3845.89,Withdrawal,Enugu,14:26:28,Normal
Customer 4718,Individual,Tier 1,22295.27,Withdrawal,Abuja,1:27:27,Normal
Customer 4719,Individual,Tier 1,22682.54,Transfer to a Third-Party,Port Harcourt,3:11:00,Normal
Customer 4720,Individual,Tier 2,19802.37,Transfer to a Third-Party,Port Harcourt,9:16:45,Normal
Customer 4721,Individual,Tier 2,18567.63,Transfer to a Third-Party,Abuja,20:50:58,Normal
Customer 4722,Individual,Tier 2,15541.0,Withdrawal,Enugu,8:00:31,Normal
Customer 4723,Individual,Tier 2,29932.83,Payment for Goods/Services,Ibadan,8:33:58,Normal
Customer 4724,Individual,Tier 3,47959.92,Transfer to a Third-Party,Abuja,13:27:11,Normal
Customer 4725,Individual,Tier 1,5213.67,Transfer to a Third-Party,Port Harcourt,3:05:06,Normal
Customer 4726,Corporate,Tier 1,49484.1,Payment for Goods/Services,Abuja,18:11:40,Normal
Customer 4727,Individual,Tier 2,9467.53,Withdrawal,Port Harcourt,12:48:52,Normal
Customer 4728,Corporate,Tier 1,18621.19,Transfer to a Third-Party,Abuja,11:39:48,Normal
Customer 4729,Individual,Tier 1,2656.68,Payment for Goods/Services,Ibadan,4:57:50,Normal
Customer 4730,Individual,Tier 2,8295.33,Payment for Goods/Services,Abuja,3:07:57,Normal
Customer 4731,Corporate,Tier 1,4836.7,Withdrawal,Ibadan,5:07:08,Normal
Customer 4732,Individual,Tier 1,53322.2,Withdrawal,Port Harcourt,18:06:23,Normal
Customer 4733,Corporate,Tier 3,7694.49,Transfer to a Third-Party,Lagos,23:34:22,Normal
Customer 4734,Corporate,Tier 1,24066.32,Payment for Goods/Services,Port Harcourt,14:45:24,Normal
Customer 4735,Corporate,Tier 2,48918.72,Payment for Goods/Services,Abuja,15:44:08,Normal
Customer 4736,Corporate,Tier 1,8639.83,Withdrawal,Ibadan,20:19:29,Normal
Customer 4737,Corporate,Tier 2,10238.21,Payment for Goods/Services,Abuja,10:28:30,Normal
Customer 4738,Corporate,Tier 1,28629.41,Payment for Goods/Services,Enugu,23:48:51,Normal
Customer 4739,Individual,Tier 2,23936.79,Transfer to a Third-Party,Port Harcourt,0:00:46,Normal
Customer 4740,Individual,Tier 1,11821.88,Transfer to a Third-Party,Port Harcourt,19:17:37,Normal
Customer 4741,Individual,Tier 2,23543.18,Payment for Goods/Services,Abuja,10:36:22,Normal
Customer 4742,Corporate,Tier 2,23813.17,Payment for Goods/Services,Lagos,23:52:14,Normal
Customer 4743,Corporate,Tier 1,59937.07,Payment for Goods/Services,Port Harcourt,1:06:04,Normal
Customer 4744,Corporate,Tier 1,42097.06,Payment for Goods/Services,Port Harcourt,22:18:45,Normal
Customer 4745,Individual,Tier 2,30492.74,Transfer to a Third-Party,Port Harcourt,21:52:27,Normal
Customer 4746,Corporate,Tier 1,23726.45,Withdrawal,Port Harcourt,7:16:13,Normal
Customer 4747,Individual,Tier 3,18195.03,Transfer to a Third-Party,Enugu,21:39:29,Normal
Customer 4748,Corporate,Tier 1,3760.35,Withdrawal,Ibadan,1:13:38,Normal
Customer 4749,Individual,Tier 2,6988.67,Transfer to a Third-Party,Enugu,11:25:23,Normal
Customer 4750,Corporate,Tier 2,51030.14,Withdrawal,Ibadan,18:21:20,Normal
Customer 4751,Individual,Tier 1,20868.49,Payment for Goods/Services,Port Harcourt,19:24:51,Normal
Customer 4752,Individual,Tier 1,10973.46,Transfer to a Third-Party,Enugu,21:04:16,Normal
Customer 4753,Corporate,Tier 1,34719.9,Transfer to a Third-Party,Enugu,23:48:59,Normal
Customer 4754,Individual,Tier 3,48122.49,Transfer to a Third-Party,Port Harcourt,2:57:03,Normal
Customer 4755,Corporate,Tier 2,15426.02,Transfer to a Third-Party,Lagos,4:38:54,Normal
Customer_Special 05,Individual,Tier 3,724477.28,Withdrawal,Ibadan,8:44:21,Normal
Customer 4757,Corporate,Tier 1,19329.1,Payment for Goods/Services,Port Harcourt,8:32:32,Normal
Customer 4758,Corporate,Tier 1,47871.52,Transfer to a Third-Party,Abuja,0:42:39,Normal
Customer 4759,Individual,Tier 2,16353.66,Withdrawal,Port Harcourt,16:57:51,Normal
Customer 4760,Corporate,Tier 3,6124.39,Payment for Goods/Services,Ibadan,18:04:07,Normal
Customer 4761,Corporate,Tier 1,14702.59,Withdrawal,Ibadan,16:26:12,Normal
Customer 4762,Corporate,Tier 2,16364.45,Payment for Goods/Services,Abuja,6:09:08,Normal
